"case_id","ticket_id","datetime","language","question","admin_answer","category","source_type","source_id","status"
"call_center_428","428","2026-06-18 16:36:39","ru","Личное сообщение Telegram 📤 ЭСФ / отправка документов 📤 ЭСФ / отправка документов Руссский 📨 Создать заявку 📤 ЭСФ / отправка документов 303971562 https://faktura.soliq.uz/faktura/ru/factura/view/6a2fd0c0964f1e3bc1dd8fdd?type=buyer https://faktura.soliq.uz/faktura/ru/factura/view/6a2fd083871fc3da4c802c06?type=buyer https://faktura.soliq.uz/faktura/ru/factura/view/6a2aabe4a93b3932c8a65025?type=buyer всё равно не видно ❌ Ошибка в системе обновила 🔗 API / интеграция 🔗 API / интеграция","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Для более быстрого решения вопроса выберите нужный раздел ниже. Выберите тип обращения: Введите ИНН/ПИНФЛ компании: Опишите проблему максимально подробно. Укажите: • что именно не работает • в каком разделе возникла ошибка • какие действия выполнялись до ошибки • текст ошибки (если есть) Спасибо за обращение! Ваш номер заявки 428 . Уникальный номер заявки доступный оператору FUZ-18062026/0428 Оператор подключится в ближайшее время. Assalomu alaykum https://app.faktura.uz/ru/document/details/66ba5eadf9e04e70b446996c652b1f90 https://app.faktura.uz/ru/document/details/8c2d356603f64c4a8b31eb58d725daf7 https://app.faktura.uz/ru/document/details/1aaed86c3834480b96fcf7384e8e1e54 Обновите страницу ctrl+f5 проверьте Вы с могли увидеть документы ? Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!","call_center","call_center","428","raw"
"call_center_427","427","2026-06-18 15:53:43","ru","Личное сообщение Telegram /start нимага мунака ошибка бервотти хеч мунака бумасди O'zbekcha 📨 Murojat yaratish 📤 Elektron hisob-faktura / hujjatlarni yuborish 304528328 Тип ошибки: ИНН: 304528328 . Следующие ИКПУ: 02106999999000000 (ед.изм.: 1525538) отсутствуют в приходных документах с 1 января 2022 г. При наличии приходных документов, основанных на бухгалтерском и налоговом законодательстве, на данные товары, рекомендуется обратиться в региональный налоговый орган с приложенными документами (22.09.2021 yildagi VM-595 sonli qaror 6-g bandi) ва алайкум ассалом Тип ошибки: ИНН: 304528328 . Следующие ИКПУ: 02106999999000000 (ед.изм.: 1525538) отсутствуют в приходных документах с 1 января 2022 г. При наличии приходных документов, основанных на бухгалтерском и налоговом законодательстве, на данные товары, рекомендуется обратиться в региональный налоговый орган с приложенными документами (22.09.2021 yildagi VM-595 sonli qaror 6-g bandi) шунака ошибка бервотти счет фактура жоната олмямман едениц измерения хато дивотти телефон номер ташап берин","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Muammoingizni tezroq hal qilish uchun quyidagi kerakli bo‘limni tanlang. Murojat turini tanlang: Kompaniyaning TIN (INN)/JSHIR (PINFL) raqamini kiriting: Muammoni iloji boricha batafsil tavsiflang. Ko'rsating: • aniq nima ishlamayapti • qaysi bo'limda xatolik yuz berdi • xatodan oldin qanday harakatlar bajarilgan • xato matni (mavjud bo'lsa) ❌ Tavsif juda qisqa. Iltimos, muammoni batafsilroq tasvirlab bering. Rahmat, murojaat qilganingiz uchun! Sizning ariza raqamingiz: 427. Operator uchun mavjud bo‘lgan noyob ariza identifikatori: FUZ-18062026/0427. Operator siz bilan yaqin vaqt ichida bog‘lanadi. Ассалому алайкум Нма йордам беролиман сизга Солик Колл-центирига алокага чикиб коринг маши ошибка бойича 1198 (71) 202-32-82 Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qilganingiz uchun rahmat. Agar muammoingiz hal qilingan bo‘lsa, iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi. Yaxshi kun tilaymiz!","call_center","call_center","427","raw"
"call_center_426","426","2026-06-18 15:22:55","ru","Личное сообщение Telegram 🔗 API / интеграция 🔗 API / интеграция Руссский 📨 Создать заявку 🔗 API / интеграция 305492968 6a1fb8b3b87dae5cb4eb0b8b данная с/ф не отображается (не синхронизируется) с нашей программой 1с ИНН: 305492968","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Для более быстрого решения вопроса выберите нужный раздел ниже. Выберите тип обращения: Введите ИНН/ПИНФЛ компании: Опишите проблему максимально подробно. Укажите: • что именно не работает • в каком разделе возникла ошибка • какие действия выполнялись до ошибки • текст ошибки (если есть) Спасибо за обращение! Ваш номер заявки 426 . Уникальный номер заявки доступный оператору FUZ-18062026/0426 Оператор подключится в ближайшее время. {hde-reply-to:7667} здравствуйте https://app.faktura.uz/ru/document/details/0e5c13fe5c154b4e9eb2834642fea24d","call_center","call_center","426","raw"
"call_center_425","425","2026-06-18 15:22:32","ru","Личное сообщение Telegram ❌ Tizim xatosi 📤 Elektron hisob-faktura / hujjatlarni yuborish O'zbekcha 📨 Murojat yaratish 📤 Elektron hisob-faktura / hujjatlarni yuborish 312532430 ID-69fdcd33b2e040a154f9f66f ⬆️shu fakturalar faktura uzda ko'rinmayabdi tepadagi soliq ID si","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Muammoingizni tezroq hal qilish uchun quyidagi kerakli bo‘limni tanlang. Murojat turini tanlang: Kompaniyaning TIN (INN)/JSHIR (PINFL) raqamini kiriting: Muammoni iloji boricha batafsil tavsiflang. Ko'rsating: • aniq nima ishlamayapti • qaysi bo'limda xatolik yuz berdi • xatodan oldin qanday harakatlar bajarilgan • xato matni (mavjud bo'lsa) Rahmat, murojaat qilganingiz uchun! Sizning ariza raqamingiz: 425. Operator uchun mavjud bo‘lgan noyob ariza identifikatori: FUZ-18062026/0425. Operator siz bilan yaqin vaqt ichida bog‘lanadi. Содержание статьи Siz so‘ragan hujjatni quyidagi havola orqali ko‘rib chiqishingiz mumkin: 🔗 https://app.faktura.uz/ru/document/details/a0051d0969de48d0ae352c3e5bd91e70 Qo‘shimcha savollar yuzaga kelsa, mamnuniyat bilan yordam beramiz. Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qilganingiz uchun rahmat. Agar muammoingiz hal qilingan bo‘lsa, iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi. Yaxshi kun tilaymiz!","call_center","call_center","425","raw"
"call_center_424","424","2026-06-18 14:48:53","ru","Личное сообщение Telegram /start","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatida murojaat yaratish jarayonini yakunlamaganingizni payqadik. Muammoingiz muvaffaqiyatli hal bo‘lgan deb umid qilamiz. Agar muammo hali ham dolzarb bo‘lsa, botdan foydalanish bo‘yicha yo‘riqnoma bilan tanishib chiqishingizni va murojaatni qayta yaratishingizni so‘raymiz. https://docs.google.com/document/d/1DZ28giJfT1IhzRfsA-5kaNCMjkFq6FOzTrk1coaVrHg/edit?tab=t.0#heading=h.5mjxlsxjk26t Xizmatlarimizdan foydalanganingiz uchun minnatdorchilik bildiramiz va ishlaringizga muvaffaqiyat tilaymiz!","call_center","call_center","424","raw"
"call_center_423","423","2026-06-18 14:30:51","ru","Личное сообщение Telegram Assalomu alekum 📤 Elektron hisob-faktura / hujjatlarni yuborish O'zbekcha 📨 Murojat yaratish 📤 Elektron hisob-faktura / hujjatlarni yuborish 201 937 274 201937274 Minusavoy faktura jonatmoqchiman qanday bajariladi","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Muammoingizni tezroq hal qilish uchun quyidagi kerakli bo‘limni tanlang. Murojat turini tanlang: Kompaniyaning TIN (INN)/JSHIR (PINFL) raqamini kiriting: ❌ Soliq toʻlovchining identifikatsiya raqami (TIN) toʻliq 9 ta raqamdan iborat boʻlishi kerak. Iltimos, qayta urinib koʻring. Muammoni iloji boricha batafsil tavsiflang. Ko'rsating: • aniq nima ishlamayapti • qaysi bo'limda xatolik yuz berdi • xatodan oldin qanday harakatlar bajarilgan • xato matni (mavjud bo'lsa) Rahmat, murojaat qilganingiz uchun! Sizning ariza raqamingiz: 423. Operator uchun mavjud bo‘lgan noyob ariza identifikatori: FUZ-18062026/0423. Operator siz bilan yaqin vaqt ichida bog‘lanadi. Assalomu alaykum o'sha yaratkan schot faktureyizga kirib yaratasiz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qilganingiz uchun rahmat. Agar muammoingiz hal qilingan bo‘lsa, iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi. Yaxshi kun tilaymiz!","call_center","call_center","423","raw"
"call_center_422","422","2026-06-18 14:16:04","ru","Личное сообщение Telegram /start Forwarded from Nasim Ошибка ""Сертификат не найден"" Руссский 📨 Создать заявку ❓ Другое 312621225 проблема с регистрации 312621225 проблема с регистрации Не получается завершить регистрации. 1 027 148 598 Взаимно.","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Для более быстрого решения вопроса выберите нужный раздел ниже. Выберите тип обращения: Введите ИНН/ПИНФЛ компании: ❌ ИНН должен состоять ровно из 9 цифр. Пожалуйста, попробуйте снова. Опишите проблему максимально подробно. Укажите: • что именно не работает • в каком разделе возникла ошибка • какие действия выполнялись до ошибки • текст ошибки (если есть) Спасибо за обращение! Ваш номер заявки 422 . Уникальный номер заявки доступный оператору FUZ-18062026/0422 Оператор подключится в ближайшее время. Здравствуйте Чем могу вам помочь Anydesk можете дать Захожу Хорошего вам дня Благодарим вас за обращение в службу поддержки Faktura.uz. Надеемся, что нам удалось помочь в решении вашего вопроса. Будем признательны, если вы оцените качество обслуживания. Спасибо за доверие и хорошего дня!","call_center","call_center","422","raw"
"call_center_421","421","2026-06-18 12:57:08","ru","Личное сообщение Telegram 📤 Elektron hisob-faktura / hujjatlarni yuborish Ассалому алайкум O'zbekcha 📨 Murojat yaratish 📤 Elektron hisob-faktura / hujjatlarni yuborish 201913337 04.06.2026 санадаги фактурани отказ килсам буладими Нега фактура ясалганда нарх ва кол-ао ёзгандан кегин суммаларни автоматический хисобламаяпти фактура уз Факат ТТН да сумма хисоблавотти https://app.faktura.uz/ru/document/create/UniversalPharmInvoice/966becc72d48473ea01f074cf9ee8fb4 хужжат 1 498 761 195 Булди рахмат","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Выберите язык! Tilni tanlang! Muammoingizni tezroq hal qilish uchun quyidagi kerakli bo‘limni tanlang. Murojat turini tanlang: Kompaniyaning TIN (INN)/JSHIR (PINFL) raqamini kiriting: Muammoni iloji boricha batafsil tavsiflang. Ko'rsating: • aniq nima ishlamayapti • qaysi bo'limda xatolik yuz berdi • xatodan oldin qanday harakatlar bajarilgan • xato matni (mavjud bo'lsa) Rahmat, murojaat qilganingiz uchun! Sizning ariza raqamingiz: 421. Operator uchun mavjud bo‘lgan noyob ariza identifikatori: FUZ-18062026/0421. Operator siz bilan yaqin vaqt ichida bog‘lanadi. {hde-reply-to:7586}assalomu aleykum yoq otkaz qlolmisiz chunki 10kundan otib ketkan {hde-reply-to:7591}skrinshot qilib korsatolisizmi qanaqa yaratvotkanizi? anydesk berolisizmi? ulanvoman anydeskiz ochiq ulanib bomayapti sog bolin Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qilganingiz uchun rahmat. Agar muammoingiz hal qilingan bo‘lsa, iltimos, xizmat sifatini baholang. Sizning fikringiz xizmatimiz sifatini yanada yaxshilashga yordam beradi. Yaxshi kun tilaymiz!","call_center","call_center","421","raw"
"call_center_420","420","2026-06-18 12:38:46","ru","Личное сообщение Telegram /start","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatida murojaat yaratish jarayonini yakunlamaganingizni payqadik. Muammoingiz muvaffaqiyatli hal bo‘lgan deb umid qilamiz. Agar muammo hali ham dolzarb bo‘lsa, botdan foydalanish bo‘yicha yo‘riqnoma bilan tanishib chiqishingizni va murojaatni qayta yaratishingizni so‘raymiz. https://docs.google.com/document/d/1DZ28giJfT1IhzRfsA-5kaNCMjkFq6FOzTrk1coaVrHg/edit?tab=t.0#heading=h.5mjxlsxjk26t Xizmatlarimizdan foydalanganingiz uchun minnatdorchilik bildiramiz va ishlaringizga muvaffaqiyat tilaymiz!","call_center","call_center","420","raw"
"call_center_419","419","2026-06-18 12:19:23","ru","Личное сообщение Telegram /start","Здравствуйте! Вы обратились в службу поддержки Faktura.uz Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatiga murojaat qildingiz. Assalomu alaykum! Siz Faktura.uz qo‘llab-quvvatlash xizmatida murojaat yaratish jarayonini yakunlamaganingizni payqadik. Muammoingiz muvaffaqiyatli hal bo‘lgan deb umid qilamiz. Agar muammo hali ham dolzarb bo‘lsa, botdan foydalanish bo‘yicha yo‘riqnoma bilan tanishib chiqishingizni va murojaatni qayta yaratishingizni so‘raymiz. https://docs.google.com/document/d/1DZ28giJfT1IhzRfsA-5kaNCMjkFq6FOzTrk1coaVrHg/edit?tab=t.0#heading=h.5mjxlsxjk26t Xizmatlarimizdan foydalanganingiz uchun minnatdorchilik bildiramiz va ishlaringizga muvaffaqiyat tilaymiz!","call_center","call_center","419","raw"
